"pc_code","prelim_results_status","province_name","province_code","district_name","district_code","pc_name","pc_location","assessment_status","pc_change_initial_final_plan","vr_prelim","vr_total_removed","vr_removed_spoiled_IDs","vr_removed_no_tazkera","vr_removed_no_DOB","vr_removed_closed_PC","vr_removed_lost_book","vr_removed_duplicates","vr_removed_underage","vr_general_total","vr_general_male","vr_general_fem","vr_final_kuchi","vr_final_sikh","vr_final_all_male","vr_final_all_fem","vr_final_all_total"
"0101148","Reporting","KABUL","01","NAHIA 08","0101","Ahmadi Mosque","Kart e Naw","Old","no change",4199,156,47,0,40,0,0,34,35,4015,2874,1141,28,0,2895,1148,4043
"0101149","Reporting","KABUL","01","NAHIA 08","0101","Ghaws Azam Dastagir Mosque","Aab Rasani","Old","no change",1794,75,17,0,7,0,0,24,27,1705,1141,564,14,0,1152,567,1719
"0101150","Reporting","KABUL","01","NAHIA 08","0101","Abdul Qader Jailani Mosque","Sar e Tapah Market","Old","no change",3330,146,57,0,27,0,0,14,48,3164,2275,889,20,0,2293,891,3184
"0101151","Reporting","KABUL","01","NAHIA 08","0101","Sayed Noor Mohammad Shah Mohamadia Mosque","Kart e Naw","Old","no change",5999,212,87,0,26,0,0,61,38,5723,4570,1153,64,0,4628,1159,5787
"0101152","Reporting","KABUL","01","NAHIA 08","0101","Totya High School","Sarak 3. Kart e Naw","Old","no change",3426,96,28,0,25,0,0,30,13,3326,1742,1584,4,0,1746,1584,3330
"0101153","Reporting","KABUL","01","NAHIA 08","0101","Sayed Noor Mohammad Shah Mena Girls High School","Sar e Tapah, Kart e Naw","Old","no change",3336,363,19,0,304,0,0,27,13,2860,1982,878,113,0,2076,897,2973
"0101154","Reporting","KABUL","01","NAHIA 08","0101","Rahman Mena Girls High School","Project A- Street 3, Rahman Mena","Old","no change",7313,197,55,0,41,0,0,46,55,7081,4446,2635,35,0,4477,2639,7116
"0101155","Reporting","KABUL","01","NAHIA 08","0101","Sayed Noor Mohammad Shah Mena Boys High School","Hesa e Alif, sarak 3, Kart e Naw","Old","no change",2723,122,46,0,17,0,0,19,40,2539,1606,933,62,0,1617,984,2601
"0101156","Reporting","KABUL","01","NAHIA 08","0101","Ranga Mosque","Qalacha","Old","no change",2286,91,29,0,9,0,0,20,33,2191,1685,506,4,0,1688,507,2195
"0101157","Reporting","KABUL","01","NAHIA 08","0101","Abdul Hai Habibi High School ","Qalacha","Old","no change",4374,91,16,0,11,0,0,39,25,4229,2889,1340,53,1,2934,1349,4283
"0101158","Reporting","KABUL","01","NAHIA 08","0101","Abubakar Sedique Mosque","Jadidabad village","Old","no change",2565,260,10,0,218,0,0,12,20,2294,1570,724,10,1,1577,728,2305
"0101159","Reporting","KABUL","01","NAHIA 08","0101","Usman Ghani Mosque","Sarak e Naw, Shast Metra, Rahman Mena","Old","no change",2978,116,54,0,24,0,0,27,11,2857,1994,863,5,0,1998,864,2862
"0101160","Reporting","KABUL","01","NAHIA 08","0101","Shah Pacha Mosque","Street no. 1, Rahman Mena, behind the Coal factory","Old","no change",1260,116,27,0,12,0,0,13,64,1134,743,391,10,0,751,393,1144
"0101161","Reporting","KABUL","01","NAHIA 08","0101","Sarak e Awal Mosque","Noor Mohammad Shah Mena","Old","no change",3324,192,117,0,24,0,0,23,28,3124,2097,1027,8,0,2102,1030,3132
"0101162","Reporting","KABUL","01","NAHIA 08","0101","Shahrak e Telayee Mosque","Shahrak Telayee","Old","no change",1799,41,18,0,7,0,0,9,7,1750,1170,580,8,0,1177,581,1758
"0101163","Reporting","KABUL","01","NAHIA 08","0101","Shaheed Abdul Sabour Fareed School","Street no. 3 , Kart e Naw","Relocated","no change",1794,70,19,0,7,0,0,33,11,1723,1088,635,1,0,1089,635,1724
"0101164","Reporting","KABUL","01","NAHIA 08","0101","Abdul Rahim Ghafourzai High School","Next to the Naqlia e Syah Sang","Old","no change",2016,370,29,0,316,0,0,15,10,1619,1412,207,27,0,1439,207,1646
"0101165","Reporting","KABUL","01","NAHIA 08","0101","Amena Fidawi Girls High School","Itefaq Mosque","Old","no change",4523,134,41,0,23,0,0,17,53,4373,2666,1707,16,0,2682,1707,4389
"0101166","Reporting","KABUL","01","NAHIA 08","0101","Tapah e Balkh Mosque","Shah Shaheed","Old","no change",3246,96,31,0,20,0,0,39,6,3125,2298,827,25,0,2321,829,3150
"0101167","Reporting","KABUL","01","NAHIA 08","0101","Ustad Betab High School","Street no. 1 Shah Shaheed","Old","no change",2219,103,47,0,13,0,0,25,18,2104,1624,480,12,0,1633,483,2116
"0101168","Reporting","KABUL","01","NAHIA 08","0101","Ashab e Keram Mosque","Tank Logar","Old","no change",1924,163,35,0,17,0,0,7,104,1721,1317,404,40,0,1352,409,1761
"0101169","Reporting","KABUL","01","NAHIA 08","0101","Qalla e Hashmat Khan High School","Baghcha e Sayeed","Old","no change",2580,127,45,0,24,0,0,15,43,2438,1063,1375,15,0,1071,1382,2453
"0101170","Reporting","KABUL","01","NAHIA 08","0101","Qalla e Hashmat Khan Secondary School","Nahia no.8/ district 8","Relocated","no change",3600,161,42,1,31,0,0,40,47,3354,2805,549,85,0,2869,570,3439
"0101171","Reporting","KABUL","01","NAHIA 08","0101","Ilhaqya no.1 Abdul Hai Habibi High School","Qalacha e Khamdan","Relocated","no change",2562,68,7,0,18,0,0,15,28,2474,1712,762,20,0,1731,763,2494
"0101172","Reporting","KABUL","01","NAHIA 09","0101","Noor Mohammad Mosque","Nahia no.9 / district 9","Old","no change",2034,99,16,1,5,0,0,34,43,1923,1576,347,12,0,1587,348,1935
"0101173","Reporting","KABUL","01","NAHIA 09","0101","Paktya Kot Secondary School","Pul e Charkhi road","Old","no change",5544,172,28,3,35,0,0,54,52,5267,4162,1105,105,0,4252,1120,5372
"0101174","Reporting","KABUL","01","NAHIA 09","0101","Ali Ahmad Khan Popal High School","Hothkhil","Old","no change",8172,232,33,0,26,0,0,50,123,7926,4810,3116,14,0,4819,3121,7940
"0101175","Reporting","KABUL","01","NAHIA 09","0101","Qabil Bye High School","Qabil Bye","Old","no change",5850,184,70,0,19,0,0,41,54,5658,4806,852,8,0,4813,853,5666
"0101176","Reporting","KABUL","01","NAHIA 09","0101","Khwaja Rawash Secondary School","Khwaja Rawash","Old","no change",2508,79,25,0,13,0,0,19,22,2423,1695,728,6,0,1697,732,2429
"0101177","Reporting","KABUL","01","NAHIA 09","0101","Laghmani Ha Mosque","Yaka Toot","Old","no change",3930,119,32,0,19,0,0,14,54,3786,2696,1090,25,0,2712,1099,3811
"0101178","Reporting","KABUL","01","NAHIA 09","0101","Block Awal Reyasat Hawa Shinasi (Block no. 1 Mete*","Airport Road","Old","no change",3306,140,14,0,12,0,0,47,67,3155,2271,884,11,0,2278,888,3166
"0101179","Reporting","KABUL","01","NAHIA 09","0101","Mansour Halaaj Mosque","Qalla e Wakeel ","Old","no change",2268,63,5,0,14,0,0,24,20,2204,1527,677,1,0,1528,677,2205
"0101180","Reporting","KABUL","01","NAHIA 09","0101","Shaheed Sardar Mohammad Daud Khan Mosque","Makrorayan 4","Relocated","no change",4506,98,20,0,11,0,0,24,43,4399,2392,2007,9,0,2396,2012,4408
"0101181","Reporting","KABUL","01","NAHIA 09","0101","IT and Telecommunications Institute","Next to the Telecommunications Training Center","Old","no change",486,19,7,0,2,0,0,5,5,466,366,100,1,0,366,101,467
"0101182","Reporting","KABUL","01","NAHIA 09","0101","Hazrat Mohammad Mustafa Mosque","Makrorayan  ","Old","no change",2040,68,26,0,8,0,0,20,14,1969,1462,507,3,0,1464,508,1972
"0101183","Reporting","KABUL","01","NAHIA 09","0101","Al Fatah High School","Makrorayan 3","Old","no change",4398,135,32,0,16,0,0,29,58,4257,2578,1679,6,0,2582,1681,4263
"0101184","Reporting","KABUL","01","NAHIA 09","0101","Haji Abdul Qadeer High School","Makrorayan 3","Old","no change",1098,57,15,0,5,0,0,22,15,1041,812,229,0,0,812,229,1041
"0101185","Reporting","KABUL","01","NAHIA 09","0101","Abul Qasem Firdousi High School","Makrorayan 3","Old","no change",2412,88,28,0,26,0,0,9,25,2321,1144,1177,3,0,1144,1180,2324
"0101186","Reporting","KABUL","01","NAHIA 09","0101","Bibi Mahro Boys High School","Makrorayan 3","Old","no change",1944,103,29,0,12,0,0,37,25,1840,1540,300,1,0,1541,300,1841
"0101187","Reporting","KABUL","01","NAHIA 09","0101","Abdul Hadi Dawi High School","Makrorayan 3","Old","no change",3186,69,9,0,12,0,0,32,16,3114,2393,721,3,0,2396,721,3117
"0101188","Reporting","KABUL","01","NAHIA 09","0101","Shash Darak Sharqi Jame Mosque","Shashdarak","Old","no change",1050,30,13,0,4,0,0,12,1,1018,876,142,2,0,878,142,1020
"0101189","Reporting","KABUL","01","NAHIA 09","0101","Setara High School","Shashdarak","Old","no change",1698,71,24,0,14,0,0,20,13,1622,1497,125,5,0,1502,125,1627
"0101190","Reporting","KABUL","01","NAHIA 10","0101","Ministry of Women Affairs","Shahr e Naw","Old","no change",402,18,8,0,3,0,0,6,1,384,280,104,0,0,280,104,384
"0101191","Reporting","KABUL","01","NAHIA 10","0101","Moenyat Sewad Amozi (Deputy Ministry for Literacy)","Shahr e Naw","Old","no change",756,43,15,1,5,0,0,17,5,713,663,50,0,0,663,50,713
"0101192","Reporting","KABUL","01","NAHIA 10","0101","Amani High School","Wazir Akbar Khan","Old","no change",756,23,13,0,3,0,0,4,3,733,646,87,0,0,646,87,733
"0101193","Reporting","KABUL","01","NAHIA 10","0101","Wazeer Akbar Khan Mosque","Wazir Akbar Khan","Old","no change",2592,97,37,0,11,0,0,34,15,2492,2269,223,3,0,2272,223,2495
"0101194","Reporting","KABUL","01","NAHIA 10","0101","Ahmad Mujtaba Mosque","Wazir Akbar Khan","Old","no change",1002,47,19,0,14,0,0,6,8,948,796,152,7,0,803,152,955
"0101195","Reporting","KABUL","01","NAHIA 10","0101","Jafari Mosque","Qalla e Khatir","Old","no change",1620,47,15,0,10,0,0,12,10,1572,980,592,1,0,981,592,1573
"0101196","Reporting","KABUL","01","NAHIA 10","0101","Bibi Mahro Maidan Mosque","Bibi Mahro","Old","no change",2958,121,56,0,20,0,0,21,24,2835,2116,719,2,0,2118,719,2837
"0101197","Reporting","KABUL","01","NAHIA 10","0101","Bibi Mahro Girls High School","Airport road","Old","no change",2592,117,15,0,70,0,0,21,11,2467,1048,1419,8,0,1051,1424,2475
"0101198","Reporting","KABUL","01","NAHIA 10","0101","Aziz Afghan Secondary School","Block hai Sharwali (Municipality Blocks)","Old","no change",1794,70,16,0,11,0,0,28,15,1723,1200,523,1,0,1201,523,1724
"0101199","Reporting","KABUL","01","NAHIA 10","0101","Hazrat Daoud Mosque","Qalla e Chaman","Old","no change",1200,30,10,1,5,0,0,10,4,1164,776,388,6,0,781,389,1170
"0101200","Reporting","KABUL","01","NAHIA 10","0101","Qalla e Chaman Mosque","Qalla e Chaman","Old","no change",1625,64,17,0,12,0,0,25,10,1549,1199,350,12,0,1209,352,1561
"0101201","Reporting","KABUL","01","NAHIA 10","0101","Shahrak Jame Mosque","Shahrak Arya","New","no change",1608,55,10,0,15,0,0,4,26,1553,968,585,0,0,968,585,1553
"0101202","Reporting","KABUL","01","NAHIA 10","0101","Hazrat Omer Farouq Old Mosque","Nawabad Chahar Qalla","Old","no change",2028,49,30,0,8,0,0,0,11,1979,1052,927,0,0,1052,927,1979
"0101203","Reporting","KABUL","01","NAHIA 10","0101","Hazrat Yousuf Mosque","Chahar Qalla","Old","no change",2311,83,21,0,9,0,0,13,40,2217,1421,796,11,0,1431,797,2228
"0101204","Reporting","KABUL","01","NAHIA 10","0101","Sayed Nezam Mosque","Chahar Qalla","Old","no change",2604,65,16,0,8,0,0,13,28,2539,1173,1366,0,0,1173,1366,2539
"0101205","Reporting","KABUL","01","NAHIA 10","0101","Shebari Ha Mosque","Chahar Qalla","Old","no change",3618,42,9,0,7,0,0,12,14,3574,1504,2070,2,0,1505,2071,3576
"0101206","Reporting","KABUL","01","NAHIA 10","0101","Khwaja Parsa e Wali Mosque","Chahar Qalla","Old","no change",768,26,16,0,2,0,0,6,2,742,544,198,0,0,544,198,742
"0101207","Reporting","KABUL","01","NAHIA 10","0101","Mostafawi Mosque","Chahar Qalla","Old","no change",1738,72,29,0,5,0,0,6,32,1666,864,802,0,0,864,802,1666
"0101208","Reporting","KABUL","01","NAHIA 10","0101","Chahar Qalla e Wazir Abad Secondary School","Chahar Qalla","Old","no change",1146,71,17,0,5,0,0,39,10,1070,539,531,5,0,544,531,1075
"0101209","Reporting","KABUL","01","NAHIA 10","0101","Yadgar Mosque","Chahar Qalla","Old","no change",3084,80,25,0,9,0,0,29,17,2998,1910,1088,6,0,1915,1089,3004
"0101210","Reporting","KABUL","01","NAHIA 10","0101","Omer Farooq Mosque","Nawabad Chahar Qalla","Old","no change",1104,63,12,0,7,0,0,23,21,1039,641,398,2,0,642,399,1041
"0101211","Reporting","KABUL","01","NAHIA 10","0101","Ahmad Khil Mosque","Chahar Qalla","Old","no change",2988,112,57,0,21,0,0,23,11,2876,1795,1081,0,0,1795,1081,2876
"0101212","Reporting","KABUL","01","NAHIA 10","0101","Mohammadia Mosque","Chahar Qalla","Old","no change",2100,41,13,0,8,0,0,6,14,2059,1080,979,0,0,1080,979,2059
"0101213","Reporting","KABUL","01","NAHIA 10","0101","Imam Abu Haneefa Mosque","Akhiri Taimani","Old","no change",3486,80,17,0,12,0,0,30,21,3394,2384,1010,12,0,2384,1022,3406
"0101214","Reporting","KABUL","01","NAHIA 10","0101","Bibi Ruqia Mosque","Chahar Qalla","Old","no change",2292,52,10,0,7,0,0,29,6,2212,1344,868,28,0,1368,872,2240
"0101215","Reporting","KABUL","01","NAHIA 10","0101","Aljawad Jame Mosque","Wazir Abad","Old","no change",3342,60,18,0,16,0,0,18,8,3281,1826,1455,1,0,1826,1456,3282
"0101216","Reporting","KABUL","01","NAHIA 10","0101","Post office infront of the clinic","Qalla e Fathullah","Old","no change",959,74,28,0,5,0,0,35,6,883,768,115,2,0,770,115,885
"0101217","Reporting","KABUL","01","NAHIA 10","0101","Ibrahim Khalilullah Mosque","Qalla e Fathullah","Old","no change",1098,52,20,0,7,0,0,12,13,1046,701,345,0,0,701,345,1046
"0101218","Reporting","KABUL","01","NAHIA 10","0101","Sarak e Chahar Mosque","Qalla e Fathullah","Old","no change",1998,89,27,0,9,0,0,20,33,1903,1521,382,6,0,1527,382,1909
"0101219","Reporting","KABUL","01","NAHIA 10","0101","Hussainia Mosque","Qalla e Fathullah","Old","no change",822,55,24,0,4,0,0,14,13,766,527,239,1,0,527,240,767
"0101220","Reporting","KABUL","01","NAHIA 10","0101","Masoud Sa'ad Secondary School","Street no. 5, Qalla e Fathullah","Old","no change",2010,78,28,0,15,0,0,19,16,1932,1086,846,0,0,1086,846,1932
"0101221","Reporting","KABUL","01","NAHIA 10","0101","Fatimia Mosque","Qalla e Fathullah","Old","no change",1170,34,13,0,3,0,0,11,7,1129,700,429,7,0,706,430,1136
"0101222","Reporting","KABUL","01","NAHIA 10","0101","Zarghoona Girls High School","Qalla e Fathullah","Old","no change",4062,211,37,0,10,0,0,58,106,3846,1976,1870,5,0,1979,1872,3851
"0101223","Reporting","KABUL","01","NAHIA 10","0101","Ahmad Shah Masoud High School","Shahr e Naw","Old","no change",1356,79,32,0,7,0,0,25,15,1275,1105,170,1,1,1107,170,1277
"0101224","Reporting","KABUL","01","NAHIA 11","0101","Secondary School no. 16","Qalla e Najar ha","Old","no change",1302,58,22,0,5,0,0,26,5,1241,813,428,3,0,816,428,1244
"0101225","Reporting","KABUL","01","NAHIA 11","0101","Sayedul Naseri Boys High School","Lab e Jar","Relocated","no change",3780,206,81,0,14,0,0,101,10,3572,2750,822,2,0,2752,822,3574
"0101226","Reporting","KABUL","01","NAHIA 11","0101","Sayedul Naseri Girls High School","Hesa e Doum Khairkhana","Old","no change",3300,141,35,0,20,0,0,58,28,3155,1831,1324,4,0,1833,1326,3159
"0101227","Reporting","KABUL","01","NAHIA 11","0101","Khairkhana Cinema","Golayee Cinema","Old","no change",2568,120,34,0,12,0,0,58,16,2446,1910,536,1,1,1912,536,2448
"0101228","Reporting","KABUL","01","NAHIA 11","0101","Makhfi Badakhshi High School","Golayee Park","Old","no change",3918,163,28,0,17,0,0,57,61,3754,1737,2017,1,0,1738,2017,3755
"0101229","Reporting","KABUL","01","NAHIA 11","0101","Ghulam Haider Khan High School","Lycee Mariam","Old","no change",6018,247,35,0,39,0,0,84,89,5771,4530,1241,0,0,4530,1241,5771
"0101230","Reporting","KABUL","01","NAHIA 11","0101","Abdul Ghafour Nadeem High School","Khairkhan Kindergarten","Relocated","no change",3360,128,18,0,10,0,0,61,39,3232,2062,1170,0,0,2062,1170,3232
"0101231","Reporting","KABUL","01","NAHIA 11","0101","Imam Zaman Jame Mosque","Qalla e Najar ha","Old","no change",2256,104,15,0,8,0,0,56,25,2149,1631,518,3,0,1633,519,2152
"0101232","Reporting","KABUL","01","NAHIA 11","0101","Zulaikha High School","Qalla e Najar ha","Relocated","no change",4038,215,17,0,25,0,0,50,123,3823,1834,1989,0,0,1834,1989,3823
"0101233","Reporting","KABUL","01","NAHIA 11","0101","Punj Sad Family Mosque","Punjsad Family road","Old","no change",3330,162,47,0,11,0,0,61,43,3166,2382,784,2,0,2383,785,3168
"0101234","Reporting","KABUL","01","NAHIA 11","0101","Abdul Qader Bedel High School","Purojha Jadid","Old","no change",7674,302,81,0,52,0,0,101,68,7369,4219,3150,3,0,4220,3152,7372
"0101235","Reporting","KABUL","01","NAHIA 11","0101","Ashab e Kahaf Mosque","Nawabad Purojha Jadid","New","no change",2618,157,23,0,32,0,0,53,49,2461,1699,762,0,0,1699,762,2461
"0101236","Reporting","KABUL","01","NAHIA 11","0101","Baba Adam Safiullah Mosque","Nawabad, purojha 5, Khairkhana","Relocated","no change",2025,130,23,0,27,0,0,50,30,1895,1089,806,0,0,1089,806,1895
"0101237","Reporting","KABUL","01","NAHIA 11","0101","Punj Peeran Mosque","Purojha 315","Old","no change",3330,153,17,0,21,0,0,80,35,3176,2526,650,1,0,2527,650,3177
"0101238","Reporting","KABUL","01","NAHIA 11","0101","Sadaat Secondary School","Imam Jafar Mosque, Tapah e Sadat","Old","no change",1620,69,36,0,12,0,0,15,6,1551,1079,472,0,0,1079,472,1551
"0101239","Reporting","KABUL","01","NAHIA 11","0101","Purojha High School","Purojha 5, Khairkhana","Old","no change",5255,171,35,0,10,0,0,85,41,5082,3106,1976,0,2,3106,1978,5084
"0101240","Reporting","KABUL","01","NAHIA 11","0101","Hazarah Baghal Secondary School","Hazara Baghal","Old","no change",1998,97,18,0,17,0,0,44,18,1900,1481,419,1,0,1482,419,1901
"0101241","Reporting","KABUL","01","NAHIA 11","0101","Quba Mosque","Behind Core 16 (Aqab Loway 16)","Relocated","no change",3654,158,9,0,22,0,0,99,28,3493,2566,927,3,0,2569,927,3496
"0101242","Reporting","KABUL","01","NAHIA 11","0101","Abu Huraira Mosque","Tapah Hesah e Awal","Old","no change",1740,179,19,0,7,0,0,116,37,1561,1030,531,0,0,1030,531,1561
"0101243","Reporting","KABUL","01","NAHIA 11","0101","Khalilullah Khalili High School","Hesah e Awal Khairkhana","Old","no change",2922,107,15,0,18,0,0,64,10,2786,1817,969,29,0,1844,971,2815
"0101244","Reporting","KABUL","01","NAHIA 11","0101","Fateha Khana e Zanana","Hesah e Awal Khairkhana","Old","no change",4068,241,49,0,13,0,0,142,37,3825,2671,1154,2,0,2673,1154,3827
"0101245","Reporting","KABUL","01","NAHIA 11","0101","Bibi Hawa Secondary School","Golayee Hesah e Awal","Old","no change",2586,129,24,0,9,0,0,72,24,2456,1610,846,1,0,1611,846,2457
"0101246","Reporting","KABUL","01","NAHIA 11","0101","Anas Bin e Malik Mosque","Deh Keepak","Relocated","no change",1836,84,10,0,13,0,0,50,11,1735,1351,384,17,0,1368,384,1752
"0101247","Reporting","KABUL","01","NAHIA 11","0101","Azad Khan High School","Sarak e Awal Khairkhana (Street no. 1 Khairkhana)","Old","no change",3678,172,21,1,26,0,0,81,43,3506,2970,536,0,0,2970,536,3506
"0101248","Reporting","KABUL","01","NAHIA 11","0101","Bibi Sarwari Sangari High School","Sarak e Awal Khairkhana (Street no. 1 Khairkhana)","Old","no change",5094,168,30,0,22,0,0,84,32,4924,2937,1987,2,0,2939,1987,4926
"0101249","Reporting","KABUL","01","NAHIA 12","0101","Mohammad Musa Shafiq High School","Block 12","Old","no change",7200,120,33,0,25,0,0,49,13,6941,5207,1734,139,0,5302,1778,7080
"0101250","Reporting","KABUL","01","NAHIA 12","0101","Abdul Raouf Benawa High School","Lecyee","New","no change",5400,146,31,0,29,0,0,56,30,5118,3994,1124,136,0,4099,1155,5254
"0101251","Reporting","KABUL","01","NAHIA 12","0101","Sidiqullah Reshteen High School","Block 13, Arzan Qeemat","Old","no change",7061,329,33,0,33,0,0,96,167,6460,4932,1528,272,0,5169,1563,6732
"0101252","Reporting","KABUL","01","NAHIA 12","0101","Abdul Qayoum Wardak High School","Block 9, Arzan Qeemat","Relocated","no change",7170,235,42,0,35,0,0,99,59,6782,5674,1108,152,1,5796,1139,6935
"0101253","Reporting","KABUL","01","NAHIA 12","0101","Ghulam Sediq High School","Block 10, Arzan Qeemat","Old","no change",8046,387,19,0,33,0,0,64,271,7502,5849,1653,157,0,5969,1690,7659
"0101254","Reporting","KABUL","01","NAHIA 12","0101","Ustad Ibrahim Khwakhogai Secondary School","Ahmad Shah Baba Mena","Old","no change",4489,183,26,1,41,0,0,51,64,4255,3006,1249,51,0,3049,1257,4306
"0101255","Reporting","KABUL","01","NAHIA 12","0101","Qalla e Jabar Khan Secondary School","Qalla e Jabar","New","no change",4044,129,47,0,26,0,0,33,23,3705,2601,1104,210,0,2747,1168,3915
"0101256","Reporting","KABUL","01","NAHIA 12","0101","Mohammad Akbar Khan Pamir Girls High School","Block 5","New","no change",6504,214,15,1,91,0,0,26,81,6266,4521,1745,24,0,4540,1750,6290
"0101257","Reporting","KABUL","01","NAHIA 12","0101","Ghulam Mohammad Farhad High School","Ahmad Shah Baba Mena","Old","no change",7525,248,39,0,25,0,0,73,111,7213,5781,1432,64,0,5832,1445,7277
"0101258","Reporting","KABUL","01","NAHIA 12","0101","Ahmad Shah Baba Girls High School","Block 8, Ahmad Shah Baba Mena","Old","no change",4362,113,33,0,10,0,0,57,13,4167,2839,1328,82,0,2916,1333,4249
"0101259","Reporting","KABUL","01","NAHIA 12","0101","Qeyamuddin Khadim High School","Ahmad Shah Baba Mena","Old","no change",9000,238,39,1,66,0,0,92,40,8713,6423,2290,49,0,6460,2302,8762
"0101260","Reporting","KABUL","01","NAHIA 12","0101","Bibi Aayesha Sediqa High School","Ahmad Shah Baba Mena","Old","no change",5574,153,40,0,20,0,0,78,15,5315,3391,1924,105,1,3481,1940,5421
